,content,score
380,"Sebagai pemula dalam investasi reksadana, UI apliaksi bibit mudah dipahami. Masukkan kode referral ini saat pendaftaran: 25tabungbibit untuk dapat cashback 25 ribu!",5
381,Applikasi tidak bisa di buka,1
382,"App not open, why?",1
383,Great apps for saving money,4
384,"The ui succk, i cant see anythin at home menu",1
385,"Using this refferal to get 25k from bibit: [shellyok] Nabung rutin, cuan rutin🔥",5
386,"Bagus, lumayan buat minggirin uang yang ga kepake untuk dijadikan tabungan. Buat yang baru download bisa pakai kode referral : kodeduapuluhlima, untuk mendapatkan cashback 25rb saat beli reksadana pertama kali",5
387,Bikin promo ga jelas. Mending pake bareksa. Simple.,1
388,Gampang digunakan,5
389,Respon cs cepat dan baik. Terima kasih!,5
390,Good app,5
391,Mau isi profil tadi dibilang koneksi lagi tidak stabil terus. Gak bisa dipakai nih appnya. Mohon diperbaiki,1
392,"Tidak ada gunanya ada pilihan kode negara jika sistem tidak bisa kirim kode verifikasi ke nomer hp selain nomer hp Indonesia.. Sekedar info, nomer yg slalu aktif memang nomer luar negeri karena memang domisili LN..ya iyalah pasti kalo daftar pake nomer aktif, admin perlu belajar banyak, ga asal jawab banyak bacot",1
393,Akun bank tidak dapat dihapus. Apakah bibit memotong saldo rekening kita ?,1
394,Okesippp,5
395,"2 hari terakhir sering ngehang dan gk bisa masuk menu utama, cuma layar putih aja, udh reinstall tetep gk bisa",1
396,"Aplikasi yang easy to use,mudah dipahami untuk yang belajar investasi. Ga banyak tampilan yang ga perlu. Untuk akses aplikasi harus dengan wifi atau jaringan yang bagus agar lebih lancar,kalau jaringan bermasalah,login saja sulit. Membantu dalam mencapai tujuan financial, berlatih disiplin menabung..pencairan dananya lumayan lama,jadi bantu kita ga dikit2 pake uang tabungan..",5
397,"very good and very easy to use,insert referral code ( 𝐒𝐔𝐆𝐀𝐋𝐈 )very good I can use the seed application well, I am very happy because I tried to withdraw funds from this application and it didn't take long, just a day the money had entered my bank account, usually it took almost a week but now it's very fast, I like it,,the application is very safe and a lot of users",5
398,Saran : dikasi reksadana favorit yg kita bisa lihat pergerakan nav nya. Seperti Bloomberg ada list favoritnya.,3
399,saya suka ada fitur syariah nya.,5
400,"Bibit ini aplikasi investasi Reksadana terbaik yg pernah sy pake. Udah 1.5 tahunan pake bibit, selalu puas dengan layanan mereka. Karena bibit nggak ngajarin kita cara invest buat cepet kaya, tapi ngajarin invest untuk memahami arti kesabaran dan konsistensi dlm mencapai tujuan keuangan. Mantap bibit.",5
401,"Ga kepengen lagi pake bibit, sistemnya ga pernah membuat saya benefit",1
402,"bibit aplikasi yang mudah digunakan dan juga tim supportnya sangat membantu sekali, sangat cepat dalam menjawab pertanyaan, very helpful",5
403,"WD nya lama banget , Mending kalian donlod Aplikasi Pluang aja , WD nya cepet bgt .",1
404,cool,5
405,Ok,5
406,Apk ga jelas bukanya untung malah buntung sama biaaya admin yang gilak,1
407,Worth it buat investasi jangka panjang!,5
408,Macet waktu mau top up via shopee pay. Sudah dicoba berkali-kali.,3
409,Nice,5
410,Suggest to make an another option to login other than phone number,4
411,Server gangguan terus,4
412,"Versi terbaru tidak bisa login, stuck tulisannya jaringan tidak stable pdhl pakai wifi indihome. Setelah saya coba di hp lain dengan versi android 9 ternyata bisa. Kesimpulannya bukan masalah jaringan melainkan untuk hp dengan versi android 7 sudah tidak kompatible dengan aplikasi bibit yg sekarang. Pengguna android 7 dan 7 kebawah harap ganti hp😌",3
413,untuk melakukan investasi Reksadana cukup family friendly dengan UI yang simpel,5
414,"Suddenly I don't know why the app suddenly can be opened. Dev suggest me to clear cache the app about the 'Your connection is unstable' problem, but I'm not really doing it. In the end, thank you very much for respond. Appreciate it.",5
415,I have no idea Why when I want to enter this application it takes so long and often repeats the connection I think this app is very bad for now,1
416,Lama cairnya,1
417,Aplikasi simple dan sederhana. Cocok untuk yg tidak punya waktu untuk analisa sendiri. Yg mau gabung bisa pakai kode referral saya uzumakimadi,5
418,aplikasi sering freeze.,2
419,nice apps,5
420,"Fitur robo nya ngerugiin banget, udh 2x beli bbrapa MI yg g sesuai dgn pilihan nabung rutin. Alasannya auto-rebalancing. Padahal tu MI yg robo pilih dah berhari2 minus. Mw jual lg udh pasti rugi belum biaya trf beda bank.. Hadehh.. Dikasih solusi bikin porto baru tanpa robo, eh porto lama g bs dihapus karena ""Karena portofolio tersebut memang sudah default dari aplikasi Bibitnya kak jadi tidak bisa dihapus"". Cape deh..",1
421,"please develop filter dividen in history filter, so we can see the dividen history. thank you",5
422,Easy investment application for beginner!,5
423,have been tried to switch other connection and restart the phone but still can't link to bibit whether by app or website due to (it said) unstable connection since last night.,1
424,Referal jhsbdd6,5
425,order jual lama banget prosesnya,2
426,Good,5
427,stuck on bibit logo screen. please optimize your app,1
428,"Awalnya mahal banget, penarikanya lama, untungnya Tipis².",1
429,Great App,5
430,"Cannot open the app after registration, stuck at opening app",1
431,bibit bibit lama lama jadi bukit 🐛,5
432,mantab,5
433,"I have used it since 2019. This app is so good. If you're want to trade with less risk, try it",5
434,"Tidak bisa nonaktifkan akun, ga profesional",1
435,Aplikasi bagus untik investasi,5
436,SOOOOOOOO GOOD,5
437,Really useful for everyone who will save and invest the money. Love this apps so much!,5
438,"Sudah bagus, cmn itu porto Dana Pensiun harusnya bisa dihapus, atau setidaknya bisa dikustom ganti nama misalnya...",4
439,Good app...easy to learning and doing,5
440,Pakai kode ref saya: ( u2myzjr ) untuk cashback 25rb! 😁👍,5
441,"Too much notifications, can you guys relax with the notification ?, otherwise good app",3
442,Awesome,5
443,Bagus Sekali Untuk Investasi,5
444,"Aplikasi Investasi paling sederhana cocok bagi pemula bagi sya yg ndk faham sama sekali Investasi reksadana, uang kita terjamin keamanannya dan pengoperasiaannya jga lumayan mudah simple dan ndk ribet di tambah lagi balasan chat dari bibit ketika dibutuhkan very fast I like it... semoga bisa lebih berkarya dan semakin di percaya Investasi unggulan di manca negara",5
445,UI/UX terbaik!!,5
446,So far so good!,5
447,Bibit tolong di bagian tab target yang investasi bersama bisa nga ya kalo saldo saat ini nya itu digabung juga sama semua member saldo nya,4
448,"Great app, easy to use. No dark mode so no 5 stars for you yet. 🫣 The mutual funds are curated, quite convenient if you don't need too many options. Other apps/platforms give access to more funds (you may not need). The robo recommendation can help you determine your risk profile at first. But later on you'll find it quite limiting as you can't set/alter fund allocations outside the given presets. I advise to use the robo thing with just small funds. Later on, build your porto without robo.",4
449,Bad Trait Human Being . B-( .,1
450,"UPDATE 070622: Bibit has been amazing since i moved all my money from Bareksa. performance is awesome and new features are very helpful (thats an understatement). I love how it list how much is actual capital and how much is P/L. Though if its possible maybe list the product name percentage too in ""Alokasi"" page. Thank you bibit and keep up the good work! from one dev to another, i'm in awe of bibit growth.",5
451,really nice app,5
452,very good app,5
453,Gak ngerti,5
454,"Investasi terpercaya zaman now 💪🏼 Masukkan kode : promospesial untuk mendapatkan cashback senilai Rp. 25.000,00 saat pembelian 👌🏼",5
455,keren lah pokoknya,5
456,"Informatif, praktis dan membantu 😊",5
457,madep,5
458,so far so gewdddd,5
459,"Mau coba pertama invest, tapi transfer virtual account bank BSI ko ga ada min? Tapi pas daftar akun, ada kok pilihan BSI nya...ini gimana?",3
460,"Aplikasinya nyaman digunain, tinggal kurang dark mode aja nih 😁",4
461,Sudah aman... Saran bank Jago Syariahnya perlu ditingkatkan pelayanan dan kemampuannya...,5
462,"aplikasi nya bagus, jangan lupa pake refferal biar dapet bonus elle19",5
463,"kalau bisa ditambahin widget sih, biar bisa mantau lewat homescreen",5
464,"Berdasar pengalaman pakai Bibit. Intinya yang kita dipakai pinjam dan diputerin sama bibit. Lebih banyak merugi alias anjlok daripada keuntungan yg didapat. Kapok pake ginian untung kaga seberapa.Mendingan investasi di asuransi yg pake investasi. Udah dapat bunga jauh lebih gede 10/ + masih gratis asuransi lagi. Hanya pas pertama investasi di bibit aja dikasi pancingan dpt untung lumayan, tapi selanjutnya makin kecil dan banyak onjloknya Guys jangan pake bibit lagi rame2 kasi bintang 1 aja.",1
465,pencairan dana terlalu lama,1
466,"Bibit, pilihan produknya ditambah lagi dong, masih kalah dengan ""mari bereksa""~; Untuk UI-nya sih bagus, tapi masih bisa ditingkatkan lagi——dibuat kelihatan lebih ""profesional"" gitu~, plus support english dong~; Oh iya, splash screen timenya juga butuh penyesuaian, 8 detik agak kelamaan, 3~5 detikan aja sudah cukup seharusnya.",4
467,good,4
468,Terima kasih bibit complaint saya sangat ditangani dengan baik bahkan sekarang sudah ada fitur pencairan instan khusus ke bank jago. Nah ini salah satu previlege yg ingin dirasakan bagi nasabah bank jago yg sdh partnership dgn bibit. Thank you bibit semoga kedepannya bisa lebih banyak lagi yg bisa pencairan instan,5
469,"Aplikasi baru di update, kok malah gabisa dibuka ya ? Loading terus",2
470,"Invest 200k, katanya ada kenaikan tapi waktu dijual yang masuk cuma 50k",1
471,"Lama banget padahal cuma minta ganti data rekening dan CS nya cuma bilang ""sabar kak sedang dalam pengecekan, nanti akan diberikan informasi lebih lanjut""",1
472,good softwere,5
473,Keeps on failing to reload,2
474,Good to beginners,5
475,niceee,5
476,"Urusan topup cepetnya minta ampun, urusan penarikan / cashback lamanya minta ampun",2
477,Verifikasi Manager Investasi sampai ke Pembelian Berhasil terlalu lama menunggu prosesnya selesai.,1
478,"Aplikasinya keren banget, supportnya fast respon dan baik. Investasi di bibit emang pilihan terbaik❤️",5
479,dbsbctq pakai kode untuk dapatkan Rp. 25.000 pembelian pertama reksadanamu,5
480,"Menginjak usia 3 tahun Bibit, harapan pengguna menjadi tinggi mengingat sistem Android yang sudah lebih baik, cakep dilihat. Perlu revisi ukuran icon2nya, kalau dibesarin 10% dari ukuran sekarang bisa lebih cakep. Pengguna butuh mode dark mode agar fitur di hp bisa lebih leluasa terpakai. Mungkin yang terakhir, Bibit harus menyediakan fitur widget. Seenggaknya bisa menampilakn nominal atau progres pencapaian dll. Untuk tim developer tetap semangat, para pengguna menunggu hasil kerja nyata anda",1
481,My first infestation app and as a newbie I can say it's very easy to use also beneficial.,5
482,"update review: capek ngurusin pencairan dana, udah 3 minggu pencairan dana ga cair cair. kalau ga cair yaudah ditilep siapa gatau, proses sampai mana ga transparan.",1
483,5ayyuhq (Kode Referral),5
484,"Manajer investasinya tidur apa gimana lebih lama dari manajemen investasi di bank verifikasi dan prosesnya ,krusial sih bukan nya dengan aplikasi memberikan kemudahan malah yang ada kesusahan.",1
485,investasi aman dan cara gampang,5
486,When try to open it stuck on loading screen. Pls,3
487,nice,5
488,awesome,5
489,"Aplikasinya sdh sangat bagus, UI nya juga enak dilihat dan digunakan, paling minta ditingkatkan waktu loginnya karena ada delay kalo mau buka",5
490,good experience,5
491,So far so good for long term saving(s). Suka dengan fitur tracknya. Saya harap kedepannya bisa ditambah fitur untuk mengurutkan portfolio... Dan juga menghapus portfolio kosong atau bisa mengisinya dengan robo bila terlanjur membuat tanpa robo,5
492,Easy to use and friendly for newbie,5
493,Sangat bermanfaat dan bagus untuk saya yg baru mulai belajar.. Terimakasih,5
494,"Good apps, simple to use",4
495,aplikasi yang sangat membantu untuk investasi,5
496,"Pencairan dana yang sangat lama membuat user tidak nyaman, seharus nya app seperti bibit bisa menjadi app yang bagus namun sayang pencairan dana nya sangat lama dan jika menaruh uang di saham setelah di jual dan tidak di hold otomatis dana juga bekurang sebelum pencairan",1
497,"Mangga ini kode referralnya ""pais1""",5
498,so far soo good.. gampang dan jelas.. semoga semakin banyak terobosan terbarunya dan ga ribet pastinya.,5
499,"Withdraw di bawah 10jt, cepet bgt cairny, gilaran withdraw di atas 10jt, lama bgt.. Cuma d suruh bersabar dan nunggu updatean dri csny padahal udh jadwalny uang saya cair. Abis ini cair, lsgsg cairin duit yg kesisa dan unistall ni apps.",1
500,Nabung dibibit kalau untung jangka pending mending gak usah. Pencairannya sangat lama. Tapi klu untuk jangka panjang sih boleh.,1
501,timbang nabung di bang mending nabung reksadana,5
502,Stuck at splash screen,1
503,Ok banget bisa pakai jago,5
504,corruption app,1
505,"i have been using this apps since a years ago and this one are really help me a lot to learn about investing, its basically learning by doing apps",5
506,it is such a good investment app for beginner,5
507,"No announcement, when, whether the customers need to update. The complicated app. Need to be revised, and notification.",4
508,"nge stuck di loading screen, lama banget ga maju maju, tolong diperbaiki",1
509,Good bibit top...,5
510,"Untuk beberapa porto, gak bisa diapus, gak bisa liat berapa jumlah yang harus ditabung perbulan, gak bisa set goal. Intinya porto kurang bisa dicustomisasi. Selebihnya ok kok.",3
511,"Been using Bibit since couple months ago, satisfied with the simplicity, user-friendly for new people in reksadana like me. Five stars without doubt for the super fast response costumer service, very helpful, able to fix my problem relating to PIN changes within a day. Super happy with this apps and CS. Thank you",5
512,Good,5
513,investasi hrs eay,5
514,Kurang 50k,1
515,great,5
516,"Ini aplikasi yang simpel dan enak buat pemula. Ada semacam pedoman yang jelasin informasi-informasi dasar dan istilah-istilah yang dipakai dalam ranah investasi—dan ada juga keterangan buat istilah yang dipakai sama Bibit sendiri. Pas aku ngedit review ini, aku udah hampir setahun belajar nabung+invest pakai aplikasi ini, menurutku nyaman-nyaman aja sih transaksinya, entah itu mau jual atau beli dana. Good job Bibit, pertahanin kualitasnya 👍",4
517,bibit keren & mudah pemakaiannya!,5
518,lama bgt klo jual2 anjirr,4
519,Cs top markotop,5
520,"THE BEST INVESTMENT APPLICATION EVER!!! Easy to use, user friendly, secure authorization, and a lot of promotion",5
521,"So far it's helping enough. Cuma satu yang tolong UX nya di perbaiki. Tombol back saat ke menu popup (eg topup portofolio) tolong dibuat fungsinya kembali ke menu utama (dashboard) atau menutup jendela popup-nya. Sekarang fungsi itu malah membuat keluar aplikasi, walaupun double tap. 5 star kalau fungsi ini di perbaiki, thanks.",4
522,Very Good quality of customer services.,5
523,"This app is awesome, I like it!",5
524,"Kind of useful apps that provide you many type of Investment Management. They give you information about risk of investment by the prospects statement, which means not only a platform but also place to learn. Really great application to start your very first investment.",5
